LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
67,11275,1Fam,7,6,2,1,5,1998,1092,4,GasA,Y,767,0,2008,172433.554168448
70,16659,1Fam,7,6,1,0,6,1996,825,2,GasA,Y,1309,0,2010,194037.620910486
66,5306,1Fam,7,5,1,1,8,2002,1095,4,GasA,Y,2403,0,2007,215834.998470975
70,10927,1Fam,4,5,2,1,7,2006,1362,4,GasA,Y,1248,0,2008,163537.820878068
60,11214,TwnhsE,8,4,1,1,6,2004,1728,1,GasA,Y,1501,0,2008,312880.673448759
70,12984,1Fam,5,6,1,1,7,2006,756,4,GasA,Y,912,0,2007,107216.603095132
82,14331,1Fam,5,5,1,1,7,1937,996,3,GasW,Y,1674,0,2007,144618.068772522
87,8400,1Fam,7,7,1,0,6,1953,540,3,GasA,Y,1077,0,2007,105029.335975707
74,6629,1Fam,5,5,1,0,6,1932,774,3,GasA,Y,1456,0,2009,148380.777747545
24,14260,1Fam,5,5,1,0,6,2004,1383,2,GasA,Y,1200,0,2009,167950.229181094
90,8163,1Fam,8,6,2,1,6,1965,808,1,GasA,Y,1176,0,2010,171888.31628594
60,7931,1Fam,5,5,2,0,5,1922,870,2,GasA,Y,1217,0,2010,102475.093335599
21,6600,1Fam,7,5,3,1,9,1936,1194,2,GasA,Y,816,0,2009,110434.935793509
90,10650,1Fam,6,6,2,0,8,1912,1058,4,GasA,Y,1498,0,2009,163518.735055714
43,164660,1Fam,6,5,2,0,6,1952,660,3,GasA,Y,960,0,2010,122779.594821118
65,10530,1Fam,5,5,1,0,7,1948,2006,4,GasA,Y,1252,0,2009,163697.635427836
34,17423,1Fam,5,5,1,0,8,1976,1728,3,GasA,Y,1328,0,2007,167826.953815265
60,9600,1Fam,10,5,1,1,6,1957,1517,3,GasA,Y,1266,0,2010,199492.943764507
80,2500,1Fam,4,5,1,0,8,1999,952,2,GasA,Y,1829,0,2009,119171.266684946
60,21780,1Fam,9,5,1,0,5,1972,264,3,GasA,Y,1158,0,2009,240448.582402186
65,15138,1Fam,5,6,1,0,9,1923,1080,3,GasA,Y,1253,0,2007,138387.269189861
93,7892,1Fam,6,7,2,0,8,1954,1145,3,GasA,Y,1950,0,2008,191152.447756764
100,2522,1Fam,6,5,1,0,8,1954,1073,3,GasA,Y,1742,0,2007,130747.563317737
59,10665,1Fam,6,5,2,0,8,2005,1297,1,GasA,Y,2646,0,2010,268677.452469835
71,10655,1Fam,7,7,2,0,6,1958,1029,5,GasA,N,1040,0,2007,192905.576166899
67,10084,1Fam,5,5,1,0,10,1992,1383,4,GasA,Y,1717,0,2008,130505.050656791
79,6120,1Fam,5,5,2,0,6,2008,1196,4,GasA,Y,1639,0,2007,175051.699523763
60,10437,1Fam,5,6,1,1,12,1994,912,4,GasA,Y,1008,0,2007,153252.308827137
74,13891,1Fam,5,7,1,1,6,2007,0,2,GasA,Y,2418,0,2007,175418.100886035
48,10665,1Fam,7,6,1,0,5,1989,952,3,GasA,N,1665,0,2006,191629.982300582
68,8470,1Fam,8,5,2,0,6,1953,1184,3,GasA,Y,1590,0,2006,165889.788272774
73,6911,1Fam,9,6,2,1,5,1950,1682,3,GasA,N,827,0,2006,261228.466437103
60,3180,Duplex,5,5,2,0,6,1967,888,3,GasA,Y,2121,0,2007,141648.911499435
60,7677,1Fam,5,5,2,0,8,2005,1520,3,GasA,Y,1008,0,2009,159334.072421274
57,5000,1Fam,6,5,2,1,6,1955,1349,4,GasA,Y,1080,0,2006,165155.478657149
65,10656,1Fam,5,7,2,1,8,1928,804,3,GasA,Y,1935,0,2009,160232.027396394
64,10267,1Fam,8,5,2,1,7,1998,1264,3,GasW,Y,1656,0,2008,208989.075324277
65,6970,1Fam,5,6,2,0,8,1921,1593,2,GasA,Y,1099,0,2008,131152.696097623
50,8760,1Fam,5,7,2,1,6,1930,1144,3,GasA,Y,1137,0,2007,160158.532627086
68,7472,2fmCon,7,6,1,0,5,2001,672,3,GasA,Y,1696,0,2008,179222.958846308
57,11478,1Fam,6,5,1,0,3,1957,880,3,GasA,Y,1768,0,2007,134643.146947753
72,215245,Duplex,7,5,1,0,8,2001,1626,4,GasA,Y,1928,0,2008,278831.996580853
88,7700,Duplex,6,5,2,1,11,1967,738,2,GasA,Y,1368,0,2006,145582.28398033
70,21535,1Fam,5,4,2,0,8,1939,1080,2,GasA,Y,1376,0,2008,148702.175853502
77,9967,1Fam,5,5,1,1,7,1924,1136,1,GasA,Y,1458,0,2008,139429.821400494
65,9600,Twnhs,6,6,1,1,6,2003,528,4,GasA,Y,480,0,2006,133667.813159599
90,9020,1Fam,7,5,2,1,9,1914,861,3,GasA,Y,1478,0,2008,150036.05780242
99,9900,1Fam,4,7,1,0,8,1988,1498,3,GasA,Y,1375,0,2010,219986.64451983
70,12030,1Fam,5,6,2,1,5,1930,864,3,GasA,Y,1750,0,2006,140351.588243197
110,7000,1Fam,5,5,1,0,6,1939,1291,3,GasA,Y,1680,0,2008,131107.061563351
94,10237,1Fam,7,5,2,0,5,1954,864,1,GasA,Y,1728,0,2007,159425.807201072
75,10400,2fmCon,5,7,1,0,5,1972,860,3,GasA,Y,2596,0,2009,161650.220803853
75,7500,1Fam,7,6,2,0,8,1959,1694,3,GasA,Y,1797,0,2007,223813.799044538
92,3182,1Fam,4,5,2,1,6,1959,1494,3,GasA,Y,1888,0,2006,208610.283899374
75,7750,Duplex,7,5,2,0,5,1900,1040,1,GasA,Y,2134,0,2006,215813.317855558
80,10000,1Fam,7,6,2,1,5,1965,1041,4,GasA,Y,884,0,2006,129107.404001899
90,10927,1Fam,8,8,2,0,8,1994,485,2,GasA,Y,1269,0,2010,203403.57243345
55,10656,1Fam,7,5,2,0,7,1925,1777,2,GasA,Y,1440,0,2006,183361.713682819
84,13006,1Fam,7,5,2,1,9,1950,1297,3,GasW,Y,858,0,2007,134737.909401334
80,10530,1Fam,5,5,2,0,6,1958,1116,4,GasA,Y,869,0,2009,135922.164858758
84,10656,1Fam,8,7,1,1,6,1953,952,4,GasA,Y,1458,0,2010,196640.341746576
90,21453,1Fam,4,5,2,0,5,1924,1394,2,GasA,Y,1701,0,2006,195616.617912698
88,12456,1Fam,6,7,1,1,6,1994,1561,3,GasA,Y,2198,0,2008,225804.912103144
63,12704,1Fam,8,6,2,1,6,1976,1800,3,GasA,Y,1479,0,2009,185209.011388388
71,16321,1Fam,4,3,2,0,7,2003,684,3,GasA,Y,1057,0,2006,126893.5442265
75,9600,1Fam,5,5,1,1,9,1978,798,3,GasA,Y,1761,0,2010,144091.649464569
63,14450,Duplex,6,5,2,1,10,2005,1394,3,GasA,Y,1310,0,2006,157665.755583579
65,13346,1Fam,8,5,3,0,7,1968,1212,3,GasA,Y,1728,0,2006,233066.487293342
60,9906,TwnhsE,8,5,2,0,8,1910,1563,4,GasA,Y,1502,0,2010,184578.342554869
60,25419,1Fam,6,7,1,0,6,1954,1809,2,GasA,Y,2775,0,2007,205766.83809049
82,9084,1Fam,6,5,2,0,6,1940,1347,3,GasA,N,1800,0,2007,147690.097058356
75,11426,1Fam,6,5,1,1,8,1940,1291,3,GasA,Y,1212,0,2007,142760.723496266
21,12182,1Fam,5,7,2,0,6,1940,798,2,GasA,N,1960,0,2009,165272.952650719
63,5500,1Fam,6,5,1,1,6,2003,1264,3,GasA,Y,1054,0,2008,153500.649693191
94,11146,1Fam,8,5,2,1,5,2000,764,3,GasA,Y,899,0,2006,152608.655215651
60,13101,1Fam,4,5,1,0,7,1955,637,2,GasA,Y,1352,0,2009,132771.730330821
87,11600,1Fam,6,5,1,1,8,1950,1478,4,GasA,Y,1688,0,2006,160311.550933399
75,7200,1Fam,7,5,2,0,7,1967,1196,3,GasA,Y,2240,0,2006,195715.25011077
60,4928,1Fam,7,5,1,0,7,1984,1050,3,GasA,Y,1183,0,2008,156312.274980538
50,11249,1Fam,6,7,2,1,7,1963,1682,2,GasA,Y,520,0,2007,171449.813003074
64,7200,1Fam,6,8,2,0,4,1961,1800,4,GasA,Y,1700,0,2006,210344.095562669
57,6120,1Fam,9,5,2,1,6,1971,528,3,GasA,Y,1629,0,2007,218305.283118952
45,2544,1Fam,6,6,2,1,7,1988,866,3,GasA,Y,1002,0,2007,102878.430389774
71,7399,1Fam,5,5,2,1,5,1925,1498,3,GasA,Y,1048,0,2009,170863.634034479
48,11670,1Fam,6,5,1,0,3,1953,700,3,GasA,Y,894,0,2009,108296.373861158
100,7032,1Fam,5,5,1,0,6,1996,1140,3,GasA,Y,1604,0,2008,163564.432243534
75,11250,1Fam,4,5,1,0,5,1953,1626,1,GasA,Y,720,0,2007,124580.937408165
77,9000,1Fam,4,5,1,0,7,2004,684,3,GasA,Y,1547,0,2010,145074.310791184
21,11600,1Fam,4,5,2,1,7,1926,1533,3,GasA,Y,1269,0,2006,142214.432345054
60,5925,1Fam,6,9,2,0,7,1959,780,2,GasA,Y,1911,0,2009,192940.966795892
36,19296,1Fam,8,5,1,0,5,1999,1372,3,GasA,Y,1056,0,2009,196919.144207752
90,8400,1Fam,7,6,1,1,7,1954,1488,3,GasA,Y,2256,0,2007,221419.986555693
75,7438,1Fam,5,5,1,0,6,1970,1386,3,GasA,Y,1098,0,2010,122738.060863968
75,8000,1Fam,5,8,2,0,6,2005,858,3,GasA,Y,1502,0,2007,160749.941335015
60,9017,1Fam,1,5,1,1,6,1893,1010,3,GasA,Y,1993,0,2007,154320.338846751
67,13907,1Fam,7,5,2,0,8,2005,864,4,GasA,Y,2728,0,2007,273875.306361789
92,4500,1Fam,6,6,2,1,8,1939,1276,3,GasA,Y,1716,0,2008,130006.951193817
62,10839,1Fam,5,5,1,1,7,1978,832,2,GasA,Y,1426,0,2008,139294.31938736
55,9375,1Fam,6,5,2,0,5,1962,840,4,GasA,Y,1416,0,2006,146735.462080879
70,10791,TwnhsE,5,6,2,0,10,1960,1208,4,GasA,Y,1414,0,2009,148967.943213517
70,9549,TwnhsE,7,5,2,0,7,1968,1623,3,GasA,Y,1308,0,2010,171168.126171296
50,6120,1Fam,8,5,2,1,8,1976,953,2,GasA,Y,1560,0,2006,226166.267269302
64,8125,1Fam,6,6,1,0,3,1948,844,4,GasA,Y,1852,0,2006,181141.423955488
69,6930,Duplex,5,5,2,0,10,1890,672,3,GasA,Y,1199,0,2006,93917.0976263066
63,16669,1Fam,5,5,1,0,5,1940,1563,3,GasA,Y,2158,0,2009,166162.069630129
70,11500,1Fam,4,5,1,1,6,1961,728,1,GasA,Y,1135,0,2007,113184.303176522
72,11414,1Fam,4,6,1,1,7,1914,1947,3,GasA,Y,1894,0,2009,167850.696546581
77,10839,1Fam,7,6,1,1,6,1950,520,3,GasA,Y,2080,0,2009,187089.392069067
94,8450,1Fam,2,5,2,1,5,2004,856,3,GasA,Y,1236,0,2008,131243.189516955
73,12090,1Fam,5,5,2,1,8,1965,483,2,GasA,Y,1137,0,2007,114591.904391408
83,6820,1Fam,7,5,2,1,8,1954,264,2,GasA,Y,2596,0,2009,230866.914388648
80,13891,1Fam,7,6,2,0,9,1957,1584,1,GasA,Y,1775,0,2008,214245.470912352
64,11645,1Fam,6,6,1,1,8,1962,1922,3,GasA,Y,1121,0,2007,173428.587599657
60,13891,1Fam,7,7,2,0,6,1970,1109,1,GasA,Y,2324,0,2009,245529.272525513
60,12665,1Fam,6,7,2,0,5,2007,1686,3,GasA,Y,987,0,2008,196374.904039355
70,10667,1Fam,7,5,2,1,6,1969,1554,2,GasA,Y,1958,0,2009,211855.72628063
55,5119,1Fam,6,5,1,0,6,1957,848,3,GasA,Y,1632,0,2008,146180.786399851
85,2308,1Fam,7,9,1,1,9,1973,1029,3,GasA,Y,884,0,2008,147423.677570187
55,14450,1Fam,8,7,2,0,7,1996,707,3,GasA,Y,1626,0,2007,176749.219257364
50,9873,1Fam,5,5,2,1,7,2009,912,3,GasA,Y,1344,0,2007,184021.545047862
40,7200,1Fam,8,5,1,0,4,1995,588,3,GasA,Y,1337,0,2006,193901.597361337
60,8400,1Fam,6,5,0,0,4,1982,970,3,GasA,Y,1494,0,2008,148353.902871107
51,3922,1Fam,5,7,1,0,6,1959,744,3,GasA,Y,1192,0,2008,125467.11219164
85,8640,TwnhsE,9,5,1,1,5,1932,1710,3,GasA,Y,1872,0,2008,280917.912296057
94,17120,1Fam,7,5,3,1,5,1978,872,3,GasA,Y,1456,0,2008,179668.064690433
55,8462,1Fam,5,5,2,0,6,2004,1199,3,GasA,Y,2296,0,2008,190290.228075702
52,7399,1Fam,5,7,2,1,5,1965,864,3,GasA,Y,1128,0,2009,130478.852450013
97,8885,1Fam,7,6,2,0,6,2006,630,4,GasA,Y,1178,0,2009,183099.80769817
59,7180,TwnhsE,6,5,2,1,7,1958,855,3,GasA,Y,1684,0,2010,167137.722582568
52,8520,1Fam,5,5,2,0,6,1924,978,3,GasA,Y,1414,0,2007,131894.131084673
60,7200,1Fam,4,5,2,0,4,2009,1302,3,GasA,Y,2468,0,2006,187406.930912151
50,8978,1Fam,5,5,1,0,5,1966,637,3,GasA,N,4316,0,2008,176878.770157631
60,6780,1Fam,5,5,2,2,4,1971,1276,2,GasA,Y,1710,0,2006,147753.634968248
60,13907,1Fam,5,5,2,0,6,1959,938,5,GasA,Y,1310,0,2010,102828.737225177
107,16321,1Fam,5,7,1,0,7,1954,2046,3,GasA,Y,1647,0,2006,217318.621651111
53,10320,1Fam,6,7,2,0,9,1959,0,3,GasA,Y,2013,0,2008,150338.292994906
21,22420,1Fam,6,5,1,1,7,1962,793,3,GasA,Y,2374,0,2009,155225.78908079
70,11143,2fmCon,6,3,2,0,5,2003,864,3,GasA,Y,912,0,2008,156336.629802746
70,8320,1Fam,7,6,2,0,5,1971,1267,3,GasA,Y,1920,0,2007,209431.608735913
60,13000,1Fam,4,5,2,0,6,1968,1056,3,GasA,Y,1446,0,2008,146875.444430482
75,19900,1Fam,6,8,2,1,6,1961,1149,3,GasA,Y,2132,0,2008,220494.94283585
85,8248,Twnhs,6,7,2,0,5,1967,0,4,GasA,Y,1355,0,2010,111821.709558155
90,10382,1Fam,8,9,3,0,6,1971,0,2,GasA,Y,2087,0,2009,211065.759955608
64,11000,1Fam,5,6,2,0,6,1954,1602,3,GasA,Y,1378,0,2010,159793.871362085
64,14331,1Fam,4,5,1,1,6,2004,1444,3,GasA,Y,1425,0,2006,169900.986282213
68,12798,1Fam,7,5,1,1,4,2009,1064,3,GasA,Y,1855,0,2010,237298.778375327
83,10628,TwnhsE,5,5,2,0,7,1915,1013,2,GasA,Y,1501,0,2010,109856.788906774
75,12552,1Fam,5,6,1,0,8,1999,616,1,GasA,Y,1250,0,2006,177365.577685088
77,9022,1Fam,5,6,1,1,7,1954,896,3,GasA,Y,1656,0,2006,145151.7094746
66,12257,1Fam,6,5,1,1,8,1939,796,4,GasA,Y,773,0,2008,114483.247039095
55,11275,1Fam,6,5,2,0,6,1910,970,4,GasA,Y,1056,0,2008,110151.704689181
90,4750,1Fam,6,5,2,0,8,1910,1638,3,GasA,Y,1779,0,2007,148390.967329335
65,7800,1Fam,7,5,1,0,4,1950,960,3,GasA,Y,1647,0,2007,170322.922716993
67,7200,1Fam,5,6,1,1,8,2005,1258,3,GasA,Y,1886,0,2009,224064.481986579
82,6380,TwnhsE,5,5,2,0,6,1910,924,3,GasA,Y,520,0,2006,80823.4316878341
50,11553,1Fam,6,7,2,0,8,1959,1496,3,GasA,Y,864,0,2010,194564.201271555
128,11200,1Fam,6,8,1,0,6,1977,1416,3,GasA,Y,1355,0,2007,141392.487135425
70,14157,1Fam,6,5,0,0,6,1998,1069,4,GasA,Y,1728,0,2009,155712.421868537
70,4571,1Fam,5,5,2,1,7,2005,1705,3,GasA,Y,1692,0,2009,193972.501141392
30,10240,Twnhs,6,5,2,1,7,1938,780,2,GasA,Y,2020,0,2009,143706.795033886
82,5232,1Fam,7,7,1,0,12,1925,901,3,GasA,Y,1442,0,2008,135932.346330562
44,12227,1Fam,5,5,2,1,7,1980,1896,3,GasA,Y,912,0,2007,143475.731388765
62,7438,1Fam,6,2,2,1,9,1971,716,2,GasA,Y,1494,0,2009,145697.464432675
80,7136,1Fam,5,8,2,1,6,2004,793,2,GasA,Y,1726,0,2009,198769.086965019
82,7200,TwnhsE,6,5,2,0,8,2004,709,3,GasA,Y,1208,0,2010,162135.264561144
82,13704,TwnhsE,6,9,2,0,5,1990,940,2,GasA,Y,1936,0,2008,169721.547297804
21,12144,1Fam,7,7,1,1,6,1924,1337,3,GasA,Y,2078,0,2008,241296.669345995
60,1300,1Fam,6,6,2,1,11,2006,970,2,GasA,Y,1432,0,2009,151168.198024249
21,10530,1Fam,6,5,2,0,9,2008,1905,3,GasA,Y,1709,0,2007,237709.351835192
76,12046,1Fam,7,4,1,0,5,1969,1098,4,GasA,Y,1144,0,2009,136908.8296026
70,159000,TwnhsE,6,5,2,0,5,1951,1763,3,GasA,Y,882,0,2010,158935.942137343
51,14450,1Fam,6,5,2,0,7,2007,1800,3,GasA,Y,4676,0,2007,276167.667082123
44,10762,1Fam,1,5,1,0,6,1948,721,1,GasA,Y,1092,0,2007,89097.4557719648
75,7642,1Fam,7,5,1,0,5,1956,1152,3,GasA,Y,1456,0,2007,177669.23236855
84,14006,Twnhs,6,8,2,1,6,1939,1056,3,GasA,Y,1053,0,2007,122070.852270654
44,11851,1Fam,6,3,1,1,8,1995,992,2,GasA,Y,1665,0,2009,183718.744191853
92,6371,1Fam,4,5,2,1,8,1958,1494,2,GasA,Y,1414,0,2007,121424.823870574
97,13501,1Fam,5,5,1,0,4,1993,1078,1,GasA,Y,1419,0,2010,145900.662072694
50,10395,TwnhsE,6,5,2,0,7,2002,485,3,GasA,Y,1872,0,2008,169147.853459629
72,16059,1Fam,6,5,1,1,7,2005,1138,3,GasA,N,1688,0,2006,196259.723783122
56,8000,1Fam,5,7,1,1,6,1915,1212,4,GasA,Y,1056,0,2008,89937.674293803
30,8198,1Fam,5,7,1,1,5,1940,1518,2,GasA,N,899,0,2008,139484.210117927
75,10793,1Fam,8,6,2,0,6,1948,1237,3,GasA,Y,1470,0,2008,167722.251167904
85,9084,1Fam,4,5,1,0,8,1999,728,3,GasA,Y,1541,0,2006,152378.352737279
92,11250,1Fam,6,5,1,1,7,2003,941,4,GasA,Y,1688,0,2006,168352.504495868
75,8834,Twnhs,6,5,2,0,9,1971,1029,3,GasA,Y,1766,0,2009,175171.184402004
50,1300,1Fam,8,5,1,0,6,1966,1142,3,GasA,Y,1661,0,2009,209884.276471006
81,11333,1Fam,7,4,2,1,4,1967,1210,4,GasA,Y,943,0,2008,138057.458378788
70,9765,1Fam,9,5,1,1,9,1924,1425,3,GasA,Y,1560,0,2009,248162.750288932
78,8244,1Fam,7,5,1,1,7,1977,1257,2,GasA,Y,1732,0,2006,148102.548131251
76,10142,1Fam,4,5,2,0,6,2004,936,4,GasA,Y,630,0,2006,112989.31582411
48,7200,1Fam,6,5,2,0,5,2007,832,4,GasA,Y,1700,0,2008,164387.755703259
77,10364,TwnhsE,7,5,1,0,9,2005,1602,3,GasA,N,1872,0,2010,228124.463388493
58,10400,1Fam,5,5,2,0,8,2004,1176,3,GasA,N,1099,0,2008,155497.946147938
64,12665,1Fam,6,5,2,0,7,1972,1032,3,GasA,Y,1718,0,2006,181677.464755996
65,2289,1Fam,7,6,1,1,5,2006,1241,4,GasA,Y,1232,0,2006,187656.019820976
90,5271,Twnhs,7,6,1,1,7,1912,1413,3,GasA,Y,1601,0,2008,200663.722882688
70,15593,1Fam,5,5,2,0,5,1951,940,2,GasA,Y,1517,0,2007,143102.006524282
110,4224,1Fam,6,6,1,0,8,1969,1122,3,GasA,Y,694,0,2010,99763.3905632874
50,4571,1Fam,6,6,2,0,9,1893,864,3,GasA,Y,813,0,2008,78845.596534966
61,8250,1Fam,5,5,1,0,8,2001,840,2,GasA,Y,952,0,2007,135142.671616289
60,7162,1Fam,6,8,1,0,8,1975,0,4,GasA,N,2715,0,2008,149231.923135818
50,8281,1Fam,4,5,1,0,7,1960,1105,2,GasA,Y,1068,0,2008,129640.47650874
70,7200,1Fam,7,5,1,0,5,1990,900,3,GasA,Y,1666,0,2007,167397.858452497
60,7535,1Fam,7,5,1,1,7,1960,1165,2,GasA,Y,1728,0,2010,174329.930372875
100,8500,1Fam,5,4,1,1,8,1970,866,4,GasW,Y,914,0,2007,72175.660933997
70,8750,1Fam,6,7,2,1,5,1953,1362,3,GasA,Y,796,0,2009,162897.09572651
64,10634,1Fam,5,5,2,1,9,1976,1499,6,GasA,Y,2296,0,2009,171604.755446697
54,10000,1Fam,8,5,1,0,8,1900,992,2,GasA,Y,1959,0,2009,211108.41318035
24,11457,1Fam,6,5,2,1,7,1977,798,3,GasA,N,2142,0,2008,183351.56343826
67,4923,1Fam,5,5,2,0,7,1992,948,3,GasA,Y,1134,0,2008,153819.851716258
70,12615,1Fam,4,3,1,0,7,1940,864,3,GasA,Y,1056,0,2008,65409.9270191786
66,7500,1Fam,6,5,1,1,6,1968,1214,4,GasA,Y,2230,0,2009,151066.751863455
59,9018,1Fam,7,5,2,1,7,1957,483,3,GasA,Y,1068,0,2006,156753.319606493
67,8967,1Fam,5,5,2,0,7,1992,384,4,GasA,N,1268,0,2006,127728.160601972
24,1936,1Fam,8,7,2,1,6,1976,1190,4,GasA,N,2504,0,2009,228360.602406841
100,7200,1Fam,8,6,1,0,10,1977,816,3,GasA,Y,2138,0,2010,222703.900929033
63,13600,1Fam,5,5,1,1,9,1910,1422,3,GasA,Y,1802,0,2009,156345.457398451
42,8712,1Fam,7,7,1,0,7,2005,1065,3,GasA,Y,970,0,2007,146414.981406804
93,27650,1Fam,6,7,2,1,8,1984,458,4,GasA,N,1588,0,2008,191182.16904668
82,7930,1Fam,9,6,2,1,6,2006,1638,4,GasA,Y,1535,0,2009,284663.772801781
66,10832,1Fam,5,7,2,0,6,1966,1164,3,GasA,Y,958,0,2007,118257.637379294
80,8640,1Fam,8,5,2,0,6,1998,1753,3,GasA,Y,854,0,2007,260301.738804988
42,7800,1Fam,5,6,2,0,10,1983,888,4,GasA,Y,912,0,2006,123796.94491667
70,8414,1Fam,5,7,2,0,10,1963,1860,1,GasA,Y,1456,0,2006,167083.130777639
50,16647,Duplex,5,5,1,0,6,1920,0,3,GasA,Y,2030,0,2010,129410.528437003
47,8777,1Fam,7,7,2,0,7,2000,1090,3,GasA,Y,1198,0,2006,145352.591954583
44,9000,1Fam,6,5,1,0,8,1963,1240,4,GasA,Y,1117,0,2007,145698.170221531
79,12155,1Fam,3,5,0,0,8,1998,684,3,GasA,Y,1039,0,2007,74799.1063270845
81,7875,TwnhsE,5,8,2,0,6,1959,1347,4,GasA,Y,1378,0,2008,130667.845980587
80,8248,1Fam,7,5,2,0,7,1958,1709,3,GasA,Y,1664,0,2009,187871.532481733
60,15660,1Fam,5,5,2,1,8,1961,756,2,GasA,N,1296,0,2006,154584.571910674
75,9084,1Fam,4,8,2,1,11,1972,1188,3,GasA,Y,943,0,2006,144474.032508618
51,10000,1Fam,7,5,2,0,4,1918,1358,2,GasA,Y,2715,0,2009,230795.15185388
90,14536,1Fam,7,5,1,0,10,1997,1617,3,GasA,Y,2287,0,2009,304304.752818595
65,11029,1Fam,6,5,2,1,7,1977,1494,2,GasA,Y,918,0,2007,185547.90844622
104,8393,1Fam,6,7,1,0,7,1958,783,3,GasA,Y,1112,0,2008,121908.601533686
60,16669,TwnhsE,4,6,1,1,6,1997,551,3,GasA,Y,1080,0,2008,95198.2403947391
60,9571,1Fam,5,7,2,0,11,1962,1204,2,GasA,Y,2090,0,2008,185304.406338062
74,12464,1Fam,6,5,2,1,5,1999,840,2,GasA,Y,840,0,2007,131902.956667962
72,9320,1Fam,6,7,1,0,7,1957,1153,2,GasA,Y,1661,0,2008,162225.324462344
110,4456,1Fam,8,5,2,1,6,1993,1498,4,GasA,Y,864,0,2010,205911.081606646
76,8978,1Fam,8,5,1,1,8,2005,832,3,GasA,Y,1812,0,2007,232676.948667254
69,2117,1Fam,7,4,1,0,5,1930,925,3,GasA,Y,816,0,2009,121936.929492946
21,7420,1Fam,6,5,1,1,7,1997,1370,2,GasW,Y,1836,0,2010,163991.426933729
54,6600,1Fam,6,6,2,1,6,1988,1008,3,GasA,Y,864,0,2008,128488.075073485
60,6970,1Fam,6,5,1,1,5,1931,1482,2,GasA,N,1196,0,2006,161340.595839968
102,11040,1Fam,6,5,1,0,9,1979,773,4,GasA,Y,2504,0,2008,178800.072316512
34,11838,2fmCon,8,5,2,0,6,1996,1617,2,GasA,Y,2713,0,2008,374219.437422055
80,10402,1Fam,5,5,2,0,8,1948,866,4,GasA,Y,1604,0,2008,150597.518829427
60,2665,1Fam,7,5,2,1,7,2005,735,3,GasA,Y,1039,0,2007,165511.328910745
74,11250,1Fam,7,5,2,0,10,1928,1134,4,GasA,Y,1099,0,2007,187881.265189567
66,4750,Twnhs,6,5,2,0,4,2006,848,2,GasA,Y,2296,0,2006,167606.834300085
60,9531,Twnhs,6,5,2,1,6,2006,860,2,GasA,Y,1375,0,2007,156422.743878753
80,8738,1Fam,5,6,2,0,8,1964,1452,3,GasA,N,1241,0,2007,177368.37132201
68,10793,1Fam,5,5,1,0,7,2003,847,4,GasA,Y,1953,0,2008,179052.099769972
24,11888,1Fam,7,5,2,1,6,2003,804,4,GasA,Y,1494,0,2007,164314.127548637
100,14977,TwnhsE,6,6,1,0,10,2008,944,3,GasA,Y,2696,0,2007,241298.520127956
44,7758,1Fam,5,5,2,0,5,1900,912,2,GasA,Y,968,0,2007,93596.8818429358
87,18800,1Fam,7,5,2,1,8,2003,894,3,GasA,Y,996,0,2007,197111.38820333
60,12090,TwnhsE,5,7,1,0,6,2006,747,3,GasA,Y,1719,0,2006,156213.720095309
85,8777,1Fam,7,8,1,0,6,1972,880,4,GasA,Y,1728,0,2008,209313.258001486
64,12243,1Fam,5,6,2,0,5,1920,832,3,GasA,Y,2643,0,2008,179845.476412868
61,3880,Duplex,7,5,2,0,6,1920,1092,3,GasA,Y,894,0,2009,121841.352169473
80,15523,1Fam,5,6,1,1,7,1976,1141,3,GasA,Y,1053,0,2010,102294.502327236
60,8973,1Fam,4,7,1,0,8,1946,600,3,GasA,Y,1120,0,2008,81680.3056131306
48,7931,1Fam,5,5,2,1,4,1965,1128,2,GasA,Y,2872,0,2010,208914.969417586
121,7200,1Fam,7,6,2,1,5,1956,773,2,GasA,Y,2640,0,2008,169219.659879867
105,10400,1Fam,5,5,2,0,7,1971,483,2,GasA,Y,1220,0,2010,134766.738458318
85,10562,1Fam,6,7,2,1,4,2003,0,3,GasA,Y,1458,0,2010,128459.278415409
78,8765,1Fam,8,7,2,1,8,2005,483,2,GasA,Y,1949,0,2006,254351.162000568
24,5271,TwnhsE,8,8,3,1,7,2004,1522,4,GasA,Y,1949,0,2009,281576.206867134
70,8899,1Fam,8,5,2,0,3,2004,1095,3,GasA,Y,1411,0,2007,213064.003449647
65,10452,1Fam,7,6,1,1,7,1994,1728,3,GasA,Y,2207,0,2008,263916.875680425
96,9920,1Fam,6,5,1,1,7,1961,788,4,GasA,Y,1337,0,2009,167204.886368009
70,13568,Duplex,5,5,2,0,5,2007,876,3,GasA,Y,1602,0,2008,190322.234838632
63,6292,1Fam,5,5,2,1,6,2004,1164,1,GasA,Y,1434,0,2010,199952.594036078
54,10012,1Fam,5,5,2,0,10,2000,936,3,GasA,Y,1518,0,2006,135688.855147566
90,16905,1Fam,6,6,2,0,4,1997,1142,3,GasA,Y,1694,0,2007,227277.726755155
24,21750,1Fam,8,5,1,0,7,1984,1064,3,GasA,Y,1180,0,2008,185671.413620737
